Title,Price,Address,Posting Date,Building Type,Bedrooms,Bathrooms,Utilities Included,Wi-Fi and More,Description,Visit Counter,User Info,url
2 Bedroom Apartment for Rent - 890 Mount Pleasant Road,"$2,710Some Utilities Included","890 Mount Pleasant Road, Toronto, ON, M4P 2L4","March 10, 2024 4:01 PM",Apartment,2,1,"Hydro, Heat, Water",Not Included,"890 Mount Pleasant is located one block north of Eglinton, just East of Yonge Street. This area exudes quaint community charm and boasts a unique selection of speciality shops, fine restaurants, and pubs. Public transportation is conveniently available directly in front of the building. Close to schools and hospitals, this building also features an outdoor pool, indoor parking, and on-site storage facilities.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-890-mount-pleasant-road/1684699140
Bachelor Apartment for Rent - 440 Eglinton Avenue East,"$2,100Some Utilities Included","440 Eglinton Avenue East, Toronto, ON, M4P 1M2","March 10, 2024 4:01 PM",Apartment,Bachelor/Studio,1,"Hydro, Heat, Water",Not Included,"The Building is located in the city of Toronto, two blocks east of Mount Pleasant Road on Eglinton Avenue. The building is a 10-storey high-rise and contains 90 units. Outdoor and underground parking is available. Public transit is also at the front of the building with shopping and schools within walking distance. Yonge and Eglinton subway is 5 minutes walking distance, along with a movie theatre. On-site building amenities include laundry facilities. Units are spacious with a variety of layouts with large balconies with a glass tinted panel.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent-440-eglinton-avenue-east/1687346343
Space available for a guy in sharing,,"Stonehenge Crescent, Scarborough, ON M1G 2P5","March 10, 2024 4:00 PM",,,,,,A space is available for a guy in a sharing room. No lease. First and last month required. Utilities are not included. Close to centennial college and Cedarbrae mall.,12 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/space-available-for-a-guy-in-sharing/1687817717
2 Bedroom Apartment for Rent - 440 Eglinton Avenue East,"$2,800Some Utilities Included","440 Eglinton Avenue East, Toronto, ON, M4P 1M2","March 10, 2024 4:00 PM",Apartment,2,1,"Hydro, Heat, Water",Not Included,"The Building is located in the city of Toronto, two blocks east of Mount Pleasant Road on Eglinton Avenue. The building is a 10-storey high-rise and contains 90 units. Outdoor and underground parking is available. Public transit is also at the front of the building with shopping and schools within walking distance. Yonge and Eglinton subway is 5 minutes walking distance, along with a movie theatre. On-site building amenities include laundry facilities. Units are spacious with a variety of layouts with large balconies with a glass tinted panel.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-440-eglinton-avenue-east/1684017993
Room Toronto Downtown,,"Temperance Street, Toronto, ON","March 10, 2024 4:00 PM",,,,,,"Spacious furnished Master bedroom (3x2.8 metres) facing Sunrise with a large built-in closet (2 metres!) near Bay and Queen (70 Temperance st.). Walking distance to Queen, King and Osgoode subway stations. Minutes walk from Eaton Centre, Nathan Phillips Square, Toronto Symphony Orchestra, Dundas Square. 7-minutes run to the Lakeshore and Toronto Islands ferries.",856 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-toronto-downtown/1682491414
1 Bedroom Apartment for Rent - 40 Delisle Avenue,"$2,450Some Utilities Included","40 Delisle Avenue, Toronto, ON, M4V 1S6","March 10, 2024 4:00 PM",Apartment,1,1,"Hydro, Heat, Water",Not Included,$500 Off Your First 3 Months!,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-40-delisle-avenue/1687313545
Studio apartment (private)for rent Basement March 15th,"$1,550No Utilities Included","24 Anticosti Dr, Scarborough, ON M1J 1V5","March 10, 2024 4:00 PM",Apartment,Bachelor/Studio,1,,Not Included,"Studio apartment (private)for rent Basement March 15th
*For students/ professionals / couples
FIRST AND LAST MONTH
$300 deposit
The house is very close to bus stop.
The place also offers WiFi and a kitchenet and a private washroom .
The studio comes furnished with bed, mattress desk and chair ( as seen in pictures.
Application through singlekey.",46 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-apartment-private-for-rent-basement-march-15th/1687817652
Bachelor Apartment for Rent - 40 Delisle Avenue,"$1,995Some Utilities Included","40 Delisle Avenue, Toronto, ON, M4V 1S6","March 10, 2024 4:00 PM",Apartment,Bachelor/Studio,1,"Hydro, Heat, Water",Not Included,$500 Off Your First 3 Months!,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent-40-delisle-avenue/1687313546
2 Bedroom Apartment for Rent - 1000 Mount Pleasant Road,"$3,045Some Utilities Included","1000 Mount Pleasant Road, Toronto, ON, M4P 2M2","March 10, 2024 3:59 PM",Apartment,2,2,"Hydro, Heat, Water",Not Included,"Welcome to 1000 Mount Pleasant, an elegant new building nestled in the desirable Yonge and Eglinton community in Toronto. Immerse yourself in the vibrant atmosphere of this neighborhood, where you'll have access to a wide array of local shops and restaurants. The convenience of excellent schools just minutes away adds to the appeal of this location.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-1000-mount-pleasant-road/1687346336
1 Bedroom Apartment for Rent - 1000 Mount Pleasant Road,"$2,195Some Utilities Included","1000 Mount Pleasant Road, Toronto, ON, M4P 2M2","March 10, 2024 3:59 PM",Apartment,1,1,"Hydro, Heat, Water",Not Included,"Welcome to 1000 Mount Pleasant, an elegant new building nestled in the desirable Yonge and Eglinton community in Toronto. Immerse yourself in the vibrant atmosphere of this neighborhood, where you'll have access to a wide array of local shops and restaurants. The convenience of excellent schools just minutes away adds to the appeal of this location.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-1000-mount-pleasant-road/1687482387
1 room available for a couple or 2 girls,,"Stonehenge Crescent, Scarborough, ON M1G 2P5","March 10, 2024 3:58 PM",,,,,,1 room available on the main floor for a couple or 2 girls in a 3 bedroom house. No lease. First and last month required. Close to centennial college and Cedarbrae mall.,19 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-room-available-for-a-couple-or-2-girls/1687817468
ALL INCLUDED-DOWNTOWN IN YORKVILLE-PR-FUR-ROOM-GYM-SUBWAY-SCHOOL,,"Toronto, ON M4Y 1R8","March 10, 2024 3:57 PM",,,,,,"PLEASE READ FULL AD!!**IF INTERESTED-IN 1 EMAIL ONLY PLEASE LET ME KNOW YOUR EXACT DESIRED MOVE IN AND MOVE OUT DATES, ALONG WITH A CELL # FOR A CONVERSATION TO ANSWER ALL YOUR QUESTIONS AND BEFORE A VIEWING! THANK YOU IN ADVANCE!
*******************************************************************",19 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/all-included-downtown-in-yorkville-pr-fur-room-gym-subway-school/1687817397
LARGE Furnished Room Single Male Only Uptown YORKDALE AREA,,"North York, ON M6A 1T1","March 10, 2024 3:56 PM",,,,,,COMING SOON: Working Professional (Not Remote) (or New and arriving in Canada) MALE ONLY,,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/large-furnished-room-single-male-only-uptown-yorkdale-area/1687817308
Basement For Rent,,"Scarborough, ON M1G 3C7","March 10, 2024 3:56 PM",,,,,,"A newly renovated 3-bedroom apartment in a basement is available for rent from November 1st, 2023. There are 3 bedrooms, a spacious kitchen and a full washroom. It is close to Centennial College and the University of Toronto. Hydro and utilities are included. Wi-Fi and laundry are included too. No pets are allowed. Parking is available but need to pay separately. Preference: International students (Female not more than 3 persons)/ working persons (Female not more than 3 persons)/) If interested, please send an SMS or call at 4165400114.(After 5pm on working day , any time on Saturday and Sunday)",3 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-for-rent/1687817300
Bachelor Apartment for Rent - 26 Albert Avenue,"$1,849Some Utilities Included","26 Albert Avenue, Toronto, ON, M8V 2L4","March 10, 2024 3:56 PM",Apartment,Bachelor/Studio,1,"Hydro, Heat, Water",Not Included,Utilities Included,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent-26-albert-avenue/1684189619
X--Large Room For Rent Near YORK U,,"North York, ON M3J 0C9","March 10, 2024 3:52 PM",,,,,,"STUDENTS ONLY
1 INDIVIDUAL ONLY
X-Large bedroom for rent.
Available April 1, 2024.
Walking distance for York U, Seneca @York, subway stations, grocery stores and more ......
bedroom on main Floor has 2 closet, and nice BIG windows......
Washroom share with 1 male Only.
High Speed Internet and Utilities All Included.
Please message for more information.",,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/x-large-room-for-rent-near-york-u/1687816876
"Boutique ""SWEETS"" on Avenue Road","$2,540Some Utilities Included","587 Avenue Road, Toronto, ON, M4V 2K3","March 10, 2024 3:48 PM",Apartment,1,1,"Hydro, Heat, Water",Not Included,,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/boutique-sweets-on-avenue-road/1687811984
One bedroom condo for rent -7 Concorde place Toronto,"$2,300No Utilities Included","Concorde Place, North York, ON","March 10, 2024 3:47 PM",Condo,1,1,,Not Included,"Beautiful 1 Bedroom Plus Solarium Condo Located In Luxury Condominium. Spectacular Social Fitness And Recreation Centre. Easy Access To Dvp With Ttc Right In Front Of The Building. Semi furnished has a sofa bed and a Dinning table . it Includes Underground Parking And Fantastic Recreation Facilities Such As An Indoor Swimming Pool, Sauna, Gym, Tennis Court, Party Room, Craft Room, Squash Room, Billiard And Pingpong Room, And A Library. 24 Hrs Security Guard. Ideal For Those Seeking Both Tranquility And Convenience. Please text or call 416 834 2595",7 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-condo-for-rent-7-concorde-place-toronto/1687816411
FOR LEASE - Brand New Etobicoke Townhouse,"$2,900No Utilities Included","225 Birmingham St, Etobicoke, ON M8V 0J5","March 10, 2024 3:45 PM",Townhouse,2,3,,Not Included,"Brand New Never Lived In TownHouse available for Rent in Etobicoke.Major Intersection is Kipling + Lakeshore.
~1100 sq ft, 2bedrooms, 3 bathrooms, 1 parking.
Full size appliances: fridge, double sink, oven, washer/dryer
$2900
Call or text Alex 4163181268.",133 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-lease-brand-new-etobicoke-townhouse/1686280973
Private rooms-shared kitchen/washrooms,,"Scarborough, ON M1K 3S5","March 10, 2024 3:45 PM",,,,,,"We have affordable, fully furnished private rooms available for rent starting from just $630 per month. This includes all utilities such as water, electricity, and Wi-Fi – no hidden costs!",161 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-rooms-shared-kitchen-washrooms/1687721378
Luxe Furnished room with jetted shower bathroom,,"3348 Bayview Ave, North York, ON M2M 3R9","March 10, 2024 3:44 PM",,,,,,"Hello
We have a beautiful 3 bdrm townhouse, furnished immaculately, we are looking for 1 room mate to join us.
The 1500 rent includes wifi, utilities, linens, towels, fully equipped gourmet kitchen, you get 1 spacious furnished bedroom with a shared jacuzzi shower bathroom, his and her sinks and a cleaning lady comes every 2 weeks to clean our place.
You will be sharing with 2 ladies, very clean and professional.
If interested please call me
Livie
6478485997",13 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/luxe-furnished-room-with-jetted-shower-bathroom/1687816119
York University Room,,"North York, ON M9M","March 10, 2024 3:43 PM",,,,,,"Large Room in the basement, the address is 8 Saywell Ave. There are only two rooms in the basement, with separate entrance. Private bathroom inside, share the kitchen with another student only . It takes seven minutes to York University, two minutes to bus stop, 5 to Finch west subway station. Including heat, hydro, unlimited internet, coin washing and drying laundry. Available on Mid April or May 1",9 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/york-university-room/1687815946
Room rent- basement apartment: Lawrence Ave & Warden,,"Scarborough, ON M1R 3S2","March 10, 2024 3:42 PM",,,,,,"Bright, Clean and spacious furnished room with windows is available for rent in a basement apartment with a separate entrance. Fully equipped kitchen, new washing machine and dryer. Kitchen, washroom are shared with another 2 people. Public transit is just minutes away.
- Looking for CLEAN, responsible, quiet professional and non-smoking Male
- Rent $800/month (Included utilities, High Speed internet, Laundry)
- No private parking available
- The room rent is available immediately and it is for 1 person only
Serious inquiry and view the room please contact: 647-710-6101",18 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-rent-basement-apartment:-lawrence-ave-warden/1687815888
Shair Girl Room,,"Brimley Rd at Brimorton Dr, Toronto, M1P 3Y6","March 10, 2024 3:39 PM",,,,,,"Shairing Room available for Girl Student.
Bed, Mattress and closet include
All Utilities are included
Free Wi-Fi
Brimley and Brimorton intersection
Near Scarborough Town Center
Near to Centenial College
Near to Northen College
Available From April 1st
Text: 416 648 5877",9 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/shair-girl-room/1687815607
